bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,preco_venda
Vila Carrao,Casa,104.0,2.0,1.0,3.0,2.0,441000
Tatuapé,Apartamento,50.0,1.0,0.0,2.0,1.0,325500
Belém,Apartamento,232.0,2.0,3.0,3.0,3.0,840000
Belenzinho,Apartamento,68.0,1.0,1.0,3.0,1.0,374500
Perdizes,Apartamento,77.0,2.0,1.0,2.0,0.0,461999
Perdizes,Cobertura,280.0,4.0,3.0,4.0,4.0,1610000
Perdizes,Apartamento,130.0,0.0,3.0,3.0,2.0,749000
Perdizes,Apartamento,218.0,6.0,4.0,4.0,4.0,2029999
Tatuapé,Apartamento,50.0,1.0,0.0,2.0,1.0,343700
Perdizes,Apartamento,105.0,3.0,1.0,3.0,1.0,623000
Chácara Seis de Outubro,Casa,124.0,3.0,0.0,3.0,3.0,525000
Tatuapé,Apartamento,60.0,1.0,0.0,2.0,0.0,168000
Santa Cecília,Apartamento,200.0,3.0,1.0,3.0,2.0,1323000
Santa Cecília,Apartamento,300.0,6.0,4.0,4.0,4.0,2975000
Tatuapé,Apartamento,64.0,1.0,1.0,3.0,1.0,371000
Vila Guilhermina,Casa de dois andares,140.0,3.0,1.0,3.0,2.0,455000
Belenzinho,Casa,205.0,4.0,1.0,3.0,2.0,595000
Vila Carrao,Apartamento,68.0,1.0,1.0,3.0,1.0,280000
Perdizes,Cobertura,173.0,4.0,1.0,3.0,2.0,1260000
Santa Cecília,Apartamento,270.0,1.0,2.0,4.0,2.0,1750000
Vila Matilde,Apartamento,75.0,1.0,1.0,3.0,1.0,334600
Cidade Patriarca,Casa de dois andares,126.0,2.0,1.0,3.0,4.0,482999
Vila Carrao,Apartamento,71.0,1.0,1.0,3.0,1.0,315000
Santa Cecília,Apartamento,204.0,3.0,2.0,4.0,2.0,1295000
Perdizes,Apartamento,160.0,3.0,1.0,4.0,3.0,896000
Santa Cecília,Apartamento,204.0,5.0,3.0,4.0,2.0,1344000
Perdizes,Casa de dois andares,132.0,3.0,0.0,1.0,1.0,770000
Perdizes,Apartamento,86.0,2.0,1.0,3.0,1.0,588000
Vila Matilde,Casa de dois andares,170.0,2.0,1.0,3.0,4.0,418600
Cidade Patriarca,Casa de dois andares,122.0,2.0,3.0,3.0,2.0,350000
Vila Matilde,Casa de dois andares,170.0,2.0,1.0,3.0,4.0,418600
Cidade Patriarca,Kitnet,35.0,1.0,0.0,1.0,0.0,108500
Artur Alvim,Casa de dois andares,90.0,2.0,1.0,3.0,3.0,350000
Perdizes,Apartamento,190.0,4.0,2.0,3.0,1.0,944999
Tatuapé,Apartamento,64.0,2.0,1.0,2.0,2.0,364000
Perdizes,Apartamento,407.0,5.0,3.0,3.0,6.0,3430000
Vila Matilde,Condomínio,120.0,0.0,2.0,2.0,2.0,318500
Santa Cecília,Apartamento,200.0,4.0,1.0,3.0,2.0,1323000
Chácara Califórnia,Apartamento,47.0,1.0,0.0,2.0,1.0,233799
Chácara Califórnia,Apartamento,73.0,1.0,1.0,3.0,2.0,315000
Perdizes,Apartamento,160.0,3.0,1.0,3.0,2.0,1246000
Pacaembu,Apartamento,162.0,4.0,3.0,3.0,3.0,1372000
Centro,Apartamento,40.0,1.0,0.0,1.0,1.0,223300
Perdizes,Apartamento,190.0,5.0,3.0,4.0,5.0,1924999
Perdizes,Apartamento,170.0,2.0,1.0,4.0,2.0,944999
Chácara Califórnia,Apartamento,45.0,1.0,0.0,2.0,1.0,244999
Perdizes,Apartamento,192.0,3.0,3.0,4.0,5.0,1924999
Perdizes,Apartamento,310.0,6.0,4.0,4.0,5.0,3150000
Perdizes,Apartamento,220.0,4.0,1.0,3.0,2.0,1190000
Perdizes,Apartamento,90.0,2.0,0.0,2.0,1.0,486499
Vila Aricanduva,Condomínio,135.0,2.0,1.0,3.0,2.0,385000
Vila Matilde,Casa de dois andares,100.0,3.0,1.0,3.0,2.0,455000
Santa Cecília,Apartamento,276.0,2.0,2.0,4.0,4.0,2520000
Santa Cecília,Apartamento,280.0,6.0,2.0,4.0,4.0,2597000
Santa Cecília,Apartamento,270.0,6.0,4.0,4.0,4.0,1575000
Perdizes,Apartamento,145.0,3.0,3.0,4.0,3.0,1400000
Perdizes,Apartamento,170.0,5.0,3.0,4.0,3.0,1575000
Alto da Lapa,Apartamento,110.0,3.0,2.0,3.0,2.0,993999
Perdizes,Cobertura,444.0,6.0,4.0,4.0,5.0,4830000
Perdizes,Apartamento,79.0,3.0,1.0,3.0,2.0,593600
Vila Ipojuca,Casa de dois andares,160.0,1.0,1.0,3.0,2.0,770000
Alto de Pinheiros,Apartamento,62.0,2.0,0.0,2.0,2.0,329000
Perdizes,Apartamento,235.0,3.0,3.0,3.0,4.0,1960699
Vila Romana,Casa,285.0,4.0,1.0,4.0,2.0,1260000
Campos Elíseos,Apartamento,70.0,1.0,0.0,1.0,0.0,229599
Perdizes,Apartamento,228.0,4.0,2.0,4.0,3.0,1400000
Perdizes,Apartamento,152.0,2.0,2.0,4.0,2.0,944999
Alto da Lapa,Apartamento,120.0,5.0,3.0,3.0,3.0,999599
Vila Romana,Casa de dois andares,200.0,3.0,1.0,4.0,2.0,1251600
Perdizes,Cobertura,157.0,3.0,2.0,2.0,2.0,1279709
Parque Continental,Apartamento,61.0,1.0,0.0,3.0,1.0,258999
Santa Cecília,Apartamento,276.0,5.0,2.0,4.0,4.0,2520000
Perdizes,Apartamento,220.0,6.0,4.0,4.0,3.0,1323000
Alto da Lapa,Apartamento,125.0,4.0,3.0,3.0,3.0,912100
Alto da Lapa,Cobertura,620.0,6.0,4.0,4.0,5.0,3150000
Alto da Lapa,Casa de dois andares,195.0,4.0,4.0,4.0,4.0,896000
Alto da Lapa,Apartamento,310.0,5.0,4.0,4.0,5.0,2765000
Perdizes,Apartamento,88.0,1.0,0.0,3.0,0.0,525000
Santa Cecília,Apartamento,153.0,3.0,1.0,3.0,2.0,1014999
Vila Pompeia,Apartamento,56.0,2.0,1.0,2.0,1.0,441000
Perdizes,Apartamento,172.0,3.0,3.0,3.0,3.0,1610000
Santa Cecília,Apartamento,200.0,3.0,0.0,3.0,2.0,979999
Santa Cecília,Apartamento,208.0,3.0,1.0,4.0,2.0,1190000
Santa Cecília,Apartamento,280.0,2.0,1.0,3.0,2.0,1505000
Perdizes,Apartamento,75.0,3.0,1.0,3.0,2.0,521499
Perdizes,Apartamento,107.0,4.0,1.0,3.0,2.0,574000
Perdizes,Apartamento,266.0,7.0,4.0,4.0,4.0,3045000
Chácara Califórnia,Casa de dois andares,130.0,1.0,0.0,2.0,2.0,203000
Perdizes,Apartamento,172.0,4.0,3.0,3.0,3.0,1750000
Sumaré,Apartamento,128.0,3.0,1.0,3.0,2.0,735000
Vila Aricanduva,Apartamento,125.0,3.0,1.0,3.0,3.0,546000
Chácara Califórnia,Casa de dois andares,133.0,3.0,2.0,4.0,3.0,378000
Santa Cecília,Apartamento,100.0,2.0,1.0,3.0,1.0,735000
Vila Aricanduva,Apartamento,63.0,1.0,0.0,3.0,1.0,224000
Santa Cecília,Apartamento,120.0,3.0,1.0,3.0,1.0,910000
Santa Cecília,Apartamento,250.0,4.0,1.0,4.0,2.0,1379000
Santa Cecília,Apartamento,101.0,1.0,0.0,2.0,1.0,686000
Perdizes,Apartamento,105.0,0.0,1.0,3.0,3.0,909300
Perdizes,Apartamento,106.0,3.0,1.0,3.0,2.0,890400
Perdizes,Apartamento,122.0,3.0,1.0,3.0,2.0,840000
Água Rasa,Cobertura,220.0,4.0,3.0,3.0,3.0,1491000
Bela Vista,Apartamento,119.0,2.0,0.0,3.0,1.0,553000
Bela Vista,Apartamento,68.0,1.0,0.0,1.0,0.0,244999
Vila Bertioga,Apartamento,58.0,1.0,0.0,2.0,1.0,251999
Vila Formosa,Apartamento,180.0,3.0,0.0,3.0,1.0,496999
Pinheiros,Apartamento,175.0,5.0,2.0,4.0,3.0,1190000
Vila Bertioga,Apartamento,54.0,1.0,1.0,2.0,1.0,298200
Liberdade,Apartamento,34.0,1.0,0.0,1.0,1.0,244299
Bela Vista,Apartamento,586.0,4.0,4.0,4.0,3.0,1540000
Bela Vista,Kitnet,37.0,1.0,0.0,1.0,1.0,193200
Vila Formosa,Apartamento,130.0,4.0,1.0,3.0,4.0,840000
Vila Bertioga,Apartamento,64.0,2.0,1.0,3.0,2.0,322000
Cambuci,Apartamento,52.0,1.0,0.0,1.0,0.0,180600
Bela Vista,Apartamento,52.0,1.0,0.0,2.0,1.0,423500
Vila Formosa,Kitnet,40.0,1.0,0.0,1.0,1.0,237999
Bela Vista,Apartamento,341.0,4.0,1.0,4.0,2.0,1540000
Bela Vista,Apartamento,42.0,1.0,1.0,1.0,1.0,371000
Vila Formosa,Apartamento,80.0,1.0,1.0,3.0,2.0,489999
Jardim Vila Formosa,Apartamento,64.0,1.0,0.0,3.0,1.0,224000
Cerqueira César,Apartamento,150.0,3.0,1.0,3.0,1.0,1050000
Rio Pequeno,Apartamento,48.0,1.0,0.0,2.0,1.0,205800
Cambuci,Casa de dois andares,200.0,2.0,1.0,3.0,1.0,475999
Bela Vista,Apartamento,110.0,3.0,1.0,2.0,1.0,686000
Jardins,Apartamento,144.0,3.0,1.0,3.0,1.0,1340500
Vila Formosa,Casa,180.0,2.0,1.0,3.0,13.0,1260000
Jardim Paulista,Flat,90.0,1.0,0.0,2.0,1.0,742000
Bela Vista,Apartamento,43.0,1.0,0.0,1.0,1.0,385000
Vila Formosa,Apartamento,65.0,1.0,0.0,2.0,1.0,220500
São Paulo,Apartamento,88.0,1.0,1.0,3.0,2.0,522180
Vila Antonieta,Apartamento,64.0,1.0,0.0,3.0,1.0,203000
Consolação,Apartamento,54.0,1.0,0.0,2.0,1.0,441000
Jardim Paulista,Apartamento,110.0,2.0,1.0,3.0,1.0,770000
Jardim Paulista,Flat,40.0,1.0,0.0,1.0,1.0,315000
Jardim Paulista,Flat,68.0,1.0,0.0,2.0,1.0,525000
Cerqueira César,Apartamento,186.0,4.0,1.0,3.0,1.0,1750000
Jardim Paulista,Flat,41.0,1.0,1.0,1.0,1.0,371000
Cambuci,Apartamento,62.0,1.0,0.0,3.0,1.0,262500
Tatuapé,Apartamento,65.0,2.0,1.0,3.0,1.0,364000
Jardim Paulista,Flat,40.0,1.0,0.0,1.0,1.0,409500
Pinheiros,Apartamento,80.0,2.0,0.0,2.0,1.0,525000
Cerqueira César,Apartamento,240.0,3.0,1.0,4.0,2.0,1820000
Consolação,Flat,32.0,1.0,1.0,1.0,1.0,244999
Jardins,Flat,62.0,1.0,1.0,2.0,1.0,595000
Mooca,Apartamento,234.0,1.0,1.0,4.0,2.0,700000
Liberdade,Apartamento,65.0,2.0,1.0,2.0,1.0,364000
Aclimação,Apartamento,65.0,2.0,0.0,2.0,1.0,392000
Pinheiros,Apartamento,80.0,2.0,1.0,1.0,1.0,595000
Cambuci,Apartamento,57.0,1.0,1.0,2.0,1.0,354200
Pinheiros,Apartamento,170.0,1.0,1.0,3.0,1.0,1190000
Pinheiros,Apartamento,52.0,1.0,1.0,1.0,1.0,455000
Jardim Paulista,Apartamento,160.0,2.0,1.0,2.0,1.0,1295000
Vila Formosa,Casa de dois andares,168.0,3.0,1.0,3.0,2.0,348600
Jardim Textil,Casa de dois andares,380.0,1.0,1.0,4.0,6.0,1470000
Jardim America,Apartamento,70.0,1.0,0.0,2.0,1.0,489999
Vila Carrão,Casa de dois andares,110.0,3.0,2.0,2.0,3.0,340900
Pinheiros,Apartamento,59.0,1.0,1.0,2.0,1.0,524264
Cerqueira César,Apartamento,93.0,1.0,1.0,2.0,1.0,1031659
Vila Regente Feijó,Casa de dois andares,150.0,4.0,3.0,3.0,4.0,668500
Vila Bertioga,Apartamento,56.0,2.0,1.0,2.0,2.0,266000
Vila Bertioga,Apartamento,60.0,0.0,2.0,2.0,1.0,353500
Jardim Textil,Casa de dois andares,275.0,0.0,3.0,3.0,6.0,770000
Rio Pequeno,Cobertura,156.0,3.0,1.0,3.0,2.0,644000
Parque da Mooca,Apartamento,85.0,3.0,2.0,2.0,2.0,595000
Jardim Textil,Casa,200.0,0.0,3.0,3.0,6.0,875000
Pinheiros,Apartamento,94.0,3.0,1.0,3.0,2.0,658000
Mooca,Apartamento,73.0,2.0,1.0,2.0,1.0,294000
Vila Formosa,Apartamento,54.0,1.0,1.0,2.0,1.0,361146
Água Rasa,Casa de dois andares,150.0,3.0,3.0,3.0,2.0,525000
Pinheiros,Apartamento,105.0,3.0,1.0,3.0,1.0,816200
Vila Carrão,Casa de dois andares,128.0,3.0,3.0,3.0,4.0,406000
Jardim Textil,Casa,200.0,3.0,3.0,3.0,4.0,805000
Vila Bertioga,Apartamento,75.0,3.0,1.0,3.0,2.0,445200
Pinheiros,Apartamento,211.0,4.0,2.0,4.0,3.0,2233000
Butantã,Casa de dois andares,364.0,4.0,2.0,4.0,4.0,1854999
Cidade São Francisco,Apartamento,220.0,3.0,1.0,3.0,2.0,700000
Alto da Mooca,Apartamento,77.0,1.0,1.0,2.0,1.0,474599
Pinheiros,Apartamento,72.0,2.0,0.0,2.0,0.0,434000
Vila Bertioga,Apartamento,74.0,2.0,1.0,3.0,2.0,489999
Vila Antonieta,Apartamento,62.0,1.0,0.0,3.0,0.0,224000
Pinheiros,Apartamento,59.0,1.0,1.0,2.0,1.0,546700
Cidade São Francisco,Casa de dois andares,300.0,2.0,3.0,3.0,5.0,700000
Vila Formosa,Apartamento,69.0,1.0,1.0,3.0,1.0,378420
Vila Regente Feijó,Apartamento,55.0,2.0,1.0,2.0,2.0,455000
Rio Pequeno,Apartamento,135.0,4.0,2.0,3.0,3.0,742000
Rio Pequeno,Apartamento,267.0,5.0,3.0,3.0,3.0,1344000
Vila Antonieta,Apartamento,58.0,1.0,0.0,2.0,1.0,196000
Água Rasa,Casa,346.0,1.0,1.0,3.0,1.0,770000
Vila Carrão,Apartamento,130.0,2.0,1.0,4.0,1.0,336000
Cidade Líder,Apartamento,49.0,1.0,0.0,2.0,1.0,193900
Vila Carrão,Casa de dois andares,85.0,0.0,2.0,2.0,3.0,357000
Jardim Santa Maria,Apartamento,55.0,1.0,0.0,2.0,1.0,224000
Cerqueira César,Flat,27.0,1.0,0.0,1.0,1.0,237999
Vila Antonieta,Apartamento,64.0,1.0,0.0,3.0,1.0,214900
Pinheiros,Apartamento,204.0,3.0,0.0,3.0,1.0,749000
Cerqueira César,Apartamento,205.0,3.0,1.0,3.0,1.0,1680000
Jardim Vila Formosa,Apartamento,50.0,1.0,0.0,2.0,1.0,197400
Cidade Líder,Apartamento,50.0,1.0,0.0,2.0,1.0,171290
Jardim Paulista,Flat,80.0,2.0,1.0,2.0,1.0,602000
Cerqueira César,Apartamento,190.0,2.0,0.0,3.0,2.0,1400000
Cerqueira César,Apartamento,100.0,1.0,0.0,2.0,0.0,665000
Consolação,Apartamento,85.0,1.0,0.0,2.0,1.0,672000
Jardim Paulista,Apartamento,150.0,3.0,1.0,3.0,1.0,1120000
Jardim América,Apartamento,208.0,5.0,2.0,3.0,2.0,1896999
Cidade São Francisco,Apartamento,89.0,2.0,1.0,3.0,2.0,415702
Mooca,Apartamento,115.0,3.0,1.0,3.0,2.0,665000
Pinheiros,Apartamento,124.0,2.0,0.0,3.0,0.0,672000
Pinheiros,Apartamento,51.0,1.0,0.0,2.0,1.0,402500
Pinheiros,Apartamento,32.0,1.0,0.0,1.0,1.0,301000
Morro dos Ingleses,Flat,37.0,1.0,0.0,1.0,1.0,244999
Pinheiros,Apartamento,84.0,2.0,2.0,2.0,4.0,879620
Cerqueira César,Apartamento,340.0,4.0,3.0,3.0,2.0,3080000
Pinheiros,Apartamento,55.0,1.0,0.0,2.0,1.0,482299
Pinheiros,Apartamento,90.0,3.0,2.0,2.0,2.0,906500
Cerqueira César,Apartamento,220.0,4.0,1.0,3.0,2.0,1889999
Morro dos Ingleses,Apartamento,109.0,2.0,0.0,3.0,2.0,770000
Bela Vista,Apartamento,43.0,1.0,0.0,1.0,1.0,336000
Pinheiros,Apartamento,82.0,2.0,1.0,2.0,2.0,843711
Morro dos Ingleses,Flat,42.0,1.0,1.0,1.0,1.0,210000
Mooca,Apartamento,52.0,2.0,1.0,2.0,1.0,322000
Pinheiros,Apartamento,76.0,2.0,1.0,2.0,2.0,700000
Jardim Paulista,Apartamento,150.0,3.0,2.0,3.0,2.0,1501500
Cerqueira César,Apartamento,203.0,5.0,3.0,3.0,2.0,2205000
Pinheiros,Apartamento,191.0,2.0,4.0,4.0,4.0,1994999
Pinheiros,Apartamento,90.0,2.0,1.0,1.0,2.0,868000
Cerqueira César,Apartamento,340.0,3.0,2.0,3.0,2.0,3080000
Jardins,Apartamento,150.0,4.0,2.0,2.0,2.0,1785000
Cambuci,Apartamento,100.0,1.0,0.0,2.0,0.0,189000
Bela Vista,Flat,49.0,1.0,0.0,1.0,1.0,266000
Cidade São Francisco,Casa,405.0,4.0,4.0,4.0,8.0,1120000
Rio Pequeno,Apartamento,118.0,3.0,2.0,3.0,3.0,525000
Cambuci,Apartamento,35.0,1.0,0.0,1.0,0.0,161876
Rio Pequeno,Apartamento,93.0,4.0,1.0,2.0,2.0,475999
Cidade São Francisco,Casa de dois andares,402.0,6.0,4.0,4.0,7.0,1120000
Rio Pequeno,Apartamento,93.0,3.0,1.0,3.0,2.0,455000
Mooca,Apartamento,87.0,3.0,1.0,3.0,2.0,556500
Mooca,Apartamento,92.0,3.0,1.0,3.0,2.0,455000
Cambuci,Apartamento,54.0,2.0,1.0,2.0,1.0,303100
Mooca,Apartamento,52.0,1.0,0.0,2.0,1.0,251999
Mooca,Apartamento,86.0,1.0,0.0,2.0,0.0,208600
Mooca,Apartamento,54.0,1.0,0.0,2.0,1.0,259699
Cambuci,Apartamento,64.0,2.0,1.0,2.0,2.0,332500
Mooca,Apartamento,157.0,4.0,3.0,3.0,3.0,1190000
Jardins,Flat,43.0,1.0,1.0,1.0,1.0,371000
Vila Bertioga,Apartamento,115.0,3.0,1.0,3.0,2.0,609000
Jardim Paulista,Flat,30.0,1.0,1.0,1.0,1.0,524300
Vila Regente Feijó,Casa de dois andares,240.0,3.0,1.0,3.0,3.0,595000
Pinheiros,Apartamento,150.0,3.0,1.0,4.0,1.0,742000
Vila Carrão,Casa de dois andares,94.0,2.0,1.0,3.0,2.0,329000
Jardim Textil,Casa de dois andares,296.0,3.0,3.0,3.0,7.0,770000
Vila Regente Feijo,Apartamento,114.0,4.0,2.0,3.0,3.0,693000
Vila Mafra,Casa de dois andares,205.0,1.0,1.0,3.0,2.0,595000
Cerqueira César,Apartamento,75.0,2.0,0.0,2.0,1.0,406000
Jardim Paulista,Flat,43.0,1.0,1.0,1.0,1.0,287000
Cerqueira César,Apartamento,160.0,3.0,1.0,3.0,1.0,1505000
Jardim Paulista,Flat,30.0,1.0,0.0,1.0,1.0,525000
Cerqueira César,Apartamento,43.0,1.0,0.0,1.0,1.0,280000
Vila Fernandes,Casa de dois andares,120.0,2.0,0.0,3.0,4.0,385000
Cerqueira César,Apartamento,143.0,3.0,1.0,4.0,1.0,1190000
Vila Bertioga,Apartamento,55.0,0.0,0.0,2.0,1.0,258999
Pinheiros,Apartamento,162.0,2.0,0.0,3.0,1.0,805000
Pinheiros,Apartamento,153.0,2.0,1.0,2.0,1.0,1049923
Pinheiros,Apartamento,120.0,2.0,1.0,3.0,2.0,944999
Vila Regente Feijo,Apartamento,114.0,3.0,1.0,3.0,3.0,595000
Cerqueira César,Cobertura,132.0,2.0,1.0,2.0,1.0,2419302
Cerqueira César,Apartamento,203.0,5.0,3.0,3.0,2.0,2271500
Colônia (Zona Leste),Apartamento,46.0,1.0,0.0,2.0,1.0,189000
Pinheiros,Apartamento,147.0,2.0,1.0,4.0,1.0,1113000
Jardim Paulista,Apartamento,151.0,3.0,1.0,3.0,3.0,1958249
Rio Pequeno,Apartamento,230.0,4.0,2.0,4.0,4.0,903000
Pinheiros,Apartamento,157.0,3.0,0.0,3.0,1.0,910000
Vila Formosa,Casa de dois andares,100.0,3.0,1.0,4.0,4.0,595000
Cerqueira César,Cobertura,132.0,2.0,1.0,2.0,1.0,2419302
Vila Regente Feijó,Apartamento,86.0,1.0,1.0,3.0,2.0,482999
Jardim Textil,Casa de dois andares,270.0,5.0,3.0,3.0,4.0,770000
Cidade São Francisco,Apartamento,68.0,1.0,0.0,2.0,2.0,244999
Vila Formosa,Apartamento,55.0,2.0,1.0,1.0,1.0,322000
Cerqueira César,Apartamento,24.0,1.0,0.0,1.0,0.0,247799
Jardim Paulista,Apartamento,125.0,0.0,0.0,3.0,1.0,693000
Cerqueira César,Apartamento,345.0,2.0,1.0,3.0,2.0,2100000
Consolação,Apartamento,130.0,3.0,1.0,3.0,2.0,1120000
Vila Formosa,Apartamento,70.0,2.0,0.0,3.0,1.0,287000
Vila Fernandes,Casa de dois andares,142.0,1.0,1.0,3.0,3.0,385000
Cerqueira César,Apartamento,270.0,6.0,4.0,4.0,4.0,3416000
Cerqueira César,Apartamento,310.0,4.0,3.0,4.0,3.0,2800000
Cambuci,Apartamento,59.0,1.0,1.0,2.0,1.0,258929
Cambuci,Apartamento,60.0,2.0,1.0,2.0,1.0,308000
Vila Madalena,Apartamento,122.0,3.0,1.0,2.0,2.0,1295000
Vila Carrão,Condomínio,177.0,5.0,3.0,3.0,3.0,875000
Cerqueira César,Apartamento,77.0,2.0,0.0,2.0,1.0,489999
Vila Formosa,Apartamento,86.0,3.0,1.0,3.0,2.0,364000
Vila Regente Feijó,Apartamento,137.0,5.0,3.0,3.0,2.0,770000
Cerqueira César,Apartamento,100.0,3.0,0.0,3.0,3.0,735000
Vila Regente Feijó,Apartamento,68.0,2.0,1.0,3.0,2.0,387800
Jardim Anália Franco,Cobertura,190.0,3.0,1.0,3.0,3.0,1229200
Alto da Mooca,Apartamento,78.0,2.0,1.0,3.0,0.0,455000
Vila Regente Feijó,Apartamento,60.0,1.0,0.0,2.0,1.0,282100
Cidade São Francisco,Apartamento,135.0,4.0,2.0,3.0,3.0,686000
Bela Vista,Apartamento,76.0,2.0,1.0,3.0,1.0,553000
Vila Bertioga,Apartamento,55.0,1.0,0.0,2.0,1.0,244999
Vila Madalena,Apartamento,186.0,4.0,3.0,3.0,3.0,1771000
Cambuci,Apartamento,54.0,2.0,1.0,2.0,1.0,304500
Vila Carrão,Condomínio,74.0,2.0,0.0,2.0,1.0,524300
Vila Regente Feijo,Apartamento,112.0,0.0,0.0,3.0,2.0,658000
Vila Regente Feijó,Casa de dois andares,700.0,6.0,4.0,4.0,7.0,1540000
Vila Fernandes,Casa de dois andares,130.0,0.0,1.0,3.0,2.0,406000
Jardim Textil,Casa de dois andares,300.0,4.0,3.0,3.0,5.0,840000
Jardim Textil,Casa,90.0,3.0,0.0,2.0,2.0,630000
Cerqueira César,Apartamento,37.0,1.0,0.0,1.0,1.0,364000
Bela Vista,Apartamento,97.0,2.0,1.0,3.0,1.0,770000
Bela Vista,Apartamento,197.0,3.0,0.0,3.0,2.0,886900
Vila Mafra,Apartamento,156.0,1.0,1.0,3.0,3.0,958999
Cambuci,Apartamento,50.0,1.0,0.0,2.0,1.0,217000
Vila Regente Feijó,Apartamento,89.0,2.0,1.0,2.0,1.0,385000
Pinheiros,Apartamento,224.0,3.0,2.0,4.0,2.0,1064000
Vila Regente Feijó,Apartamento,70.0,2.0,1.0,2.0,2.0,419230
Cidade Líder,Casa de dois andares,53.0,2.0,0.0,2.0,1.0,167300
Alto da Mooca,Apartamento,80.0,3.0,1.0,3.0,2.0,416500
Alto da Mooca,Apartamento,79.0,1.0,1.0,3.0,2.0,423500
Liberdade,Apartamento,31.0,1.0,0.0,1.0,0.0,182000
Jardim Paulista,Apartamento,112.0,3.0,1.0,3.0,2.0,1190000
Vila Regente Feijó,Apartamento,74.0,2.0,1.0,3.0,2.0,406000
Alto da Mooca,Apartamento,79.0,3.0,1.0,3.0,2.0,423500
Mooca,Apartamento,160.0,2.0,2.0,5.0,4.0,910000
Vila Regente Feijó,Apartamento,74.0,2.0,1.0,3.0,2.0,406000
Alto da Mooca,Apartamento,79.0,2.0,1.0,3.0,2.0,441000
Pinheiros,Apartamento,82.0,2.0,0.0,2.0,1.0,616000
Vila Bertioga,Apartamento,55.0,1.0,0.0,2.0,0.0,259699
Jardim Paulista,Apartamento,130.0,2.0,1.0,3.0,0.0,840000
Vila Carrão,Casa de dois andares,120.0,2.0,1.0,3.0,2.0,406000
Vila Carrão,Casa de dois andares,108.0,2.0,1.0,3.0,2.0,364000
Vila Carrão,Condomínio,80.0,2.0,0.0,2.0,2.0,294000
Mooca,Apartamento,70.0,2.0,1.0,3.0,1.0,350000
Vila Carrão,Casa,120.0,0.0,0.0,2.0,0.0,1225000
Vila Carrão,Casa de dois andares,1.0,0.0,0.0,4.0,2.0,385000
Liberdade,Apartamento,106.0,2.0,0.0,2.0,0.0,308000
Vila Madalena,Apartamento,57.0,0.0,1.0,1.0,1.0,455000
Bela Vista,Apartamento,54.0,1.0,0.0,2.0,0.0,224000
Mooca,Apartamento,122.0,2.0,2.0,3.0,2.0,780500
Mooca,Apartamento,204.0,5.0,3.0,3.0,4.0,1610000
Pinheiros,Apartamento,180.0,2.0,0.0,3.0,2.0,756000
Alto da Mooca,Apartamento,60.0,2.0,0.0,2.0,1.0,266000
Alto da Mooca,Apartamento,110.0,1.0,0.0,3.0,1.0,318500
Água Rasa,Apartamento,118.0,4.0,3.0,3.0,4.0,770000
Jardim Textil,Casa de dois andares,100.0,2.0,1.0,3.0,2.0,485099
Pinheiros,Flat,28.0,1.0,1.0,1.0,1.0,230999
Colônia (Zona Leste),Apartamento,48.0,1.0,0.0,2.0,1.0,178500
Cidade Líder,Apartamento,50.0,1.0,0.0,2.0,1.0,164500
Vila Carmosina,Apartamento,56.0,1.0,0.0,2.0,1.0,140000
Pinheiros,Apartamento,50.0,1.0,1.0,1.0,1.0,455000
Pinheiros,Apartamento,106.0,2.0,2.0,3.0,1.0,630000
Alto da Mooca,Apartamento,46.0,1.0,1.0,1.0,1.0,192500
Pinheiros,Flat,28.0,1.0,1.0,1.0,1.0,230999
Alto de Pinheiros,Casa de dois andares,345.0,3.0,1.0,5.0,3.0,1526000
Cambuci,Apartamento,62.0,2.0,1.0,3.0,1.0,319060
Cidade São Francisco,Apartamento,93.0,2.0,1.0,3.0,2.0,489999
Jardim Anália Franco,Apartamento,145.0,4.0,3.0,3.0,4.0,875000
Mooca,Apartamento,90.0,2.0,0.0,3.0,1.0,297500
Alto de Pinheiros,Casa de dois andares,430.0,7.0,3.0,3.0,5.0,3150000
Jardim Paulista,Apartamento,105.0,3.0,1.0,3.0,1.0,840000
Cidade São Francisco,Apartamento,92.0,2.0,1.0,3.0,2.0,455000
Bela Vista,Apartamento,105.0,3.0,1.0,3.0,1.0,525000
Cidade São Francisco,Condomínio,215.0,6.0,4.0,4.0,4.0,1130500
Vila Regente Feijó,Apartamento,156.0,3.0,1.0,3.0,2.0,567000
Mooca,Apartamento,72.0,2.0,1.0,3.0,2.0,413000
Mooca,Apartamento,63.0,2.0,1.0,2.0,1.0,294000
Cerqueira César,Apartamento,76.0,2.0,0.0,2.0,1.0,542500
Água Rasa,Apartamento,200.0,4.0,3.0,3.0,4.0,1468600
Jaguaré,Apartamento,65.0,2.0,1.0,2.0,1.0,206500
Cerqueira César,Apartamento,163.0,3.0,1.0,4.0,3.0,1050000
Mooca,Apartamento,125.0,4.0,3.0,3.0,2.0,630000
Vila Regente Feijó,Apartamento,162.0,1.0,1.0,3.0,2.0,742000
Vila Regente Feijó,Apartamento,52.0,2.0,1.0,1.0,1.0,334600
Alto da Mooca,Apartamento,78.0,1.0,0.0,3.0,1.0,266000
Cidade São Francisco,Apartamento,72.0,2.0,1.0,3.0,2.0,409500
